scoreboard	1
	1005	1	12	710	82	1	2	1	5	1	49	1	13	1	10	1	16	1	35	1	44	2	82	1	29	1	41	2	76
	1007	2	9	535	114	1	6	1	8	1	92	1	53	1	13	0	0	1	101	1	27	2	114	1	21	1	0	0	0
	1010	3	8	460	112	1	4	1	7	1	39	1	45	1	14	5	112	0	0	1	65	1	0	1	53	0	0	0	0
	1004	4	7	410	116	1	7	1	14	1	116	1	54	3	108	0	0	0	0	1	86	0	0	1	105	0	0	0	0
	1006	5	6	355	114	1	7	1	14	0	0	1	114	1	27	2	0	1	0	1	112	0	0	2	76	0	0	0	0
	1008	6	6	355	118	2	5	1	8	0	0	1	118	1	38	1	0	0	0	1	75	0	0	1	100	0	0	0	0
	1002	7	6	360	97	1	14	1	58	0	0	1	72	2	39	0	0	0	0	0	0	1	97	1	47	0	0	0	0
	1003	8	6	360	100	1	6	1	14	0	0	1	100	1	30	0	0	0	0	1	52	0	0	1	71	0	0	0	0
	1012	9	5	300	93	1	7	1	17	0	0	1	84	1	37	2	0	0	0	1	93	0	0	0	0	1	0	0	0
	1009	10	4	235	52	1	7	2	36	1	0	1	46	1	52	0	0	0	0	0	0	0	0	1	0	0	0	0	0
	1011	11	4	235	91	2	8	1	14	0	0	1	78	1	91	0	0	0	0	0	0	0	0	0	0	1	0	0	0
	1013	12	4	235	99	1	10	1	21	2	99	0	0	1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1001	13	4	240	112	1	19	1	30	0	0	1	112	1	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1014	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1015	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1016	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1017	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1018	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1019	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1020	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1021	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1022	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1023	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1024	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1025	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1026	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1027	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1028	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1029	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1030	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1031	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1032	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1033	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1034	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1035	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1036	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1037	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1038	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1039	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1040	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
