1005,1,12,710.0,82.0
1007,2,9,535.0,114.0
1010,3,8,460.0,112.0
1004,4,7,410.0,116.0
1006,5,6,355.0,114.0
1008,6,6,355.0,118.0
1002,7,6,360.0,97.0
1003,8,6,360.0,100.0
1012,9,5,300.0,93.0
1009,10,4,235.0,52.0
1011,11,4,235.0,91.0
1013,12,4,235.0,99.0
1001,13,4,240.0,112.0
1014,14,0,0.0,0.0
1015,14,0,0.0,0.0
1016,14,0,0.0,0.0
1017,14,0,0.0,0.0
1018,14,0,0.0,0.0
1019,14,0,0.0,0.0
1020,14,0,0.0,0.0
1021,14,0,0.0,0.0
1022,14,0,0.0,0.0
1023,14,0,0.0,0.0
1024,14,0,0.0,0.0
1025,14,0,0.0,0.0
1026,14,0,0.0,0.0
1027,14,0,0.0,0.0
1028,14,0,0.0,0.0
1029,14,0,0.0,0.0
1030,14,0,0.0,0.0
1031,14,0,0.0,0.0
1032,14,0,0.0,0.0
1033,14,0,0.0,0.0
1034,14,0,0.0,0.0
1035,14,0,0.0,0.0
1036,14,0,0.0,0.0
1037,14,0,0.0,0.0
1038,14,0,0.0,0.0
1039,14,0,0.0,0.0
1040,14,0,0.0,0.0
